COUNTRY,SKU,Retail price,Currency,Compliance,Sellability
RO,KC000000348004B,9.99,EUR,Yes,No
RO,KC000000351001B,8.99,EUR,Yes,No
RO,KC000000351002B,8.99,EUR,Yes,No
RO,KC000000351003B,8.99,EUR,Yes,No
RO,KC000000352001B,14.99,EUR,Yes,No
RO,KC000000353001B,6.99,EUR,Yes,No
RO,KC000000353002B,6.99,EUR,Yes,No
RO,KC000000353003B,6.99,EUR,Yes,No
RO,KC000000353004B,6.99,EUR,Yes,No
RO,KC000000353005B,6.99,EUR,Yes,No
RO,KC000000353006B,6.99,EUR,Yes,No
RO,KC000000355001B,12.99,EUR,Yes,No
RO,KC000000357001B,14.99,EUR,Yes,No
RO,KC000000358001B,16.99,EUR,Yes,No
RO,KC000000358002B,16.99,EUR,Yes,No
RO,KC000000359001B,8.99,EUR,Yes,No
RO,KC000000359002B,8.99,EUR,Yes,No
RO,KC000000359003B,8.99,EUR,Yes,No
RO,KC000000359004B,8.99,EUR,Yes,No
RO,KC000000359005B,8.99,EUR,Yes,No
RO,KC000000359006B,8.99,EUR,Yes,No
RO,KC000000360001B,15.99,EUR,Yes,No
RO,KC000000360002B,15.99,EUR,Yes,No
RO,KM000000125025B,5.99,EUR,No,No
RO,KM000000125026B,5.99,EUR,No,No
RO,KM000000125027B,5.99,EUR,No,No
RO,KM000000125028B,5.99,EUR,No,No
RO,KM000000125029B,5.99,EUR,No,No
RO,KM000000138210B,4.99,EUR,No,No
RO,KM000000138211B,4.99,EUR,No,No
RO,KM000000138212B,4.99,EUR,No,No
RO,KM000000138213B,4.99,EUR,No,No
RO,KM000000138214B,4.99,EUR,No,No
RO,KM000000138215B,4.99,EUR,No,No
RO,KM000000138216B,4.99,EUR,No,No
RO,KM000000138217B,4.99,EUR,No,No
RO,KM000000138218B,4.99,EUR,No,No
RO,KM000000138219B,4.99,EUR,No,No
RO,KM000000138220B,4.99,EUR,No,No
RO,KM000000138221B,4.99,EUR,No,No
RO,KM000000138222B,4.99,EUR,No,No
RO,KM000000138223B,4.99,EUR,No,No
RO,KM000000138224B,4.99,EUR,No,No
RO,KM000000146001B,10.99,EUR,Yes,No
RO,KM000000160001B,4.99,EUR,No,No
RO,KM000000160002B,4.99,EUR,No,No
RO,KM000000196001B,15.99,EUR,Yes,No
RO,KM000000757001B,15.99,EUR,Yes,Yes
RO,KM000000203150B,2.99,EUR,Yes,No
RO,KM000000779150B,0.00,EUR,Yes,No
RO,KM000000203151B,2.99,EUR,Yes,No
RO,KM000000203152B,2.99,EUR,Yes,No
RO,KM000000203153B,2.99,EUR,Yes,No
RO,KM000000779153B,0.00,EUR,Yes,No
RO,KM000000203154B,2.99,EUR,Yes,No
RO,KS000000043001B,14.99,EUR,Yes,No
RO,KS000000044001B,14.99,EUR,Yes,No
RO,KC000000343001B,18.99,EUR,Yes,No
RO,KC000000343002B,18.99,EUR,Yes,No
RO,KC000000343003B,18.99,EUR,Yes,No
RO,KC000000343004B,18.99,EUR,Yes,No
RO,KC000000343005B,18.99,EUR,Yes,No
RO,KC000000343006B,18.99,EUR,Yes,No
RO,KC000000343007B,18.99,EUR,Yes,No
RO,KC000000343008B,18.99,EUR,Yes,No
RO,KC000000344001B,22.99,EUR,Yes,No
RO,KC000000344002B,22.99,EUR,Yes,No
RO,KC000000349001B,9.99,EUR,Yes,No
RO,KC000000349002B,9.99,EUR,Yes,No
RO,KC000000349003B,9.99,EUR,Yes,No
RO,KC000000349004B,9.99,EUR,Yes,No
RO,KM000000145001B,14.49,EUR,Yes,No
RO,KM000000683001B,14.49,EUR,Yes,No
RO,KM000000786001B,14.49,EUR,Yes,Yes
RO,KM000000182001B,11.99,EUR,Yes,Yes
RO,KM000000852001B,11.99,EUR,Yes,No
RO,KC000000345001B,14.99,EUR,Yes,No
RO,KS000000042001B,14.99,EUR,Yes,No
RO,KC000000356001B,9.99,EUR,Yes,No
RO,KC000000356002B,9.99,EUR,Yes,No
RO,KC000000356003B,9.99,EUR,Yes,No
RO,KC000000356004B,9.99,EUR,Yes,No
RO,KC000000356005B,9.99,EUR,Yes,No
RO,KC000000356006B,9.99,EUR,Yes,No
RO,KC000000338001B,7.99,EUR,Yes,No
RO,KC000000354001B,9.99,EUR,Yes,No
RO,KC000000354002B,9.99,EUR,Yes,No
RO,KC000000354003B,9.99,EUR,Yes,No
RO,KC000000354004B,9.99,EUR,Yes,No
RO,KC000000354005B,9.99,EUR,Yes,No
RO,KC000000354006B,9.99,EUR,Yes,No
RO,KC000000383001B,10.99,EUR,Yes,No
RO,KC000000384001B,14.99,EUR,Yes,No
RO,KM000000164001B,14.99,EUR,Yes,No
RO,KM000000164003B,14.99,EUR,Yes,No
RO,KM000000164004B,14.99,EUR,Yes,No
RO,KM000000164005B,14.99,EUR,Yes,No
RO,KM000000164006B,14.99,EUR,Yes,No
RO,KM000000164007B,14.99,EUR,Yes,No
RO,KM000000164008B,14.99,EUR,Yes,No
RO,KM000000171001B,10.99,EUR,Yes,No
RO,KM000000171002B,10.99,EUR,Yes,No
RO,KM000000171003B,10.99,EUR,Yes,No
RO,KM000000171004B,10.99,EUR,Yes,No
RO,KM000000171005B,10.99,EUR,Yes,No
RO,KM000000171006B,10.99,EUR,Yes,No
RO,KM000000171007B,10.99,EUR,Yes,No
RO,KM000000171008B,10.99,EUR,Yes,No
RO,KM000000200001B,15.49,EUR,Yes,No
RO,KM000000200002B,15.49,EUR,Yes,No
RO,KM000000200003B,15.49,EUR,Yes,No
RO,KM000000200004B,15.49,EUR,Yes,No
RO,KM000000200005B,15.49,EUR,Yes,No
RO,KM000000200006B,15.49,EUR,Yes,No
RO,KC000000333001B,8.99,EUR,Yes,No
RO,KC000000333002B,8.99,EUR,Yes,No
RO,KC000000333003B,8.99,EUR,Yes,No
RO,KC000000333004B,8.99,EUR,Yes,No
RO,KC000000385001B,5.99,EUR,Yes,No
RO,KM000000164002B,14.99,EUR,Yes,No
RO,KM000000184001B,7.99,EUR,Yes,No
RO,KM000000184002B,7.99,EUR,Yes,No
RO,KM000000184003B,7.99,EUR,Yes,No
RO,KM000000184004B,7.99,EUR,Yes,No
RO,KM000000184005B,7.99,EUR,Yes,No
RO,KM000000184006B,7.99,EUR,Yes,No
RO,KM000000184007B,7.99,EUR,Yes,No
RO,KM000000184008B,7.99,EUR,Yes,No
RO,KM000000184009B,7.99,EUR,Yes,No
RO,KM000000184010B,7.99,EUR,Yes,No
RO,KM000000184011B,7.99,EUR,Yes,No
RO,KM000000184012B,7.99,EUR,Yes,No
RO,KM000000184013B,7.99,EUR,Yes,No
RO,KM000000184014B,7.99,EUR,Yes,No
RO,KM000000184015B,7.99,EUR,Yes,No
RO,KM000000209001B,12.99,EUR,Yes,No
RO,KM000000209002B,12.99,EUR,Yes,No
RO,KM000000209003B,12.99,EUR,Yes,No
RO,KM000000209004B,12.99,EUR,Yes,No
RO,KM000000185001B,15.99,EUR,Yes,No
RO,KM000000185002B,15.99,EUR,Yes,No
RO,KM000000185003B,15.99,EUR,Yes,No
RO,KM000000186001B,18.99,EUR,Yes,No
RO,KM000000186002B,18.99,EUR,Yes,No
RO,KS000000075001B,9.99,EUR,Yes,Yes
RO,KC000000322001B,9.99,EUR,Yes,No
RO,KC000000322002B,9.99,EUR,Yes,No
RO,KC000000322003B,9.99,EUR,Yes,No
RO,KC000000323001B,14.99,EUR,Yes,No
RO,KC000000323002B,14.99,EUR,Yes,No
RO,KC000000323003B,14.99,EUR,Yes,No
RO,KC000000335001B,9.99,EUR,Yes,No
RO,KC000000336001B,12.99,EUR,Yes,No
RO,KC000000337001B,13.99,EUR,Yes,No
RO,KC000000401001B,9.99,EUR,Yes,No
RO,KM000000199001B,9.99,EUR,Yes,No
RO,KM000000199002B,9.99,EUR,Yes,No
RO,KM000000199003B,9.99,EUR,Yes,No
RO,KM000000199004B,9.99,EUR,Yes,No
RO,KS000000065001B,14.99,EUR,Yes,No
RO,KC000000297001B,19.99,EUR,Yes,No
RO,KC000000297002B,19.99,EUR,Yes,No
RO,KC000000297003B,19.99,EUR,Yes,No
RO,KC000000297004B,19.99,EUR,Yes,No
RO,KC000000297005B,19.99,EUR,Yes,No
RO,KC000000297006B,19.99,EUR,Yes,No
RO,KC000000297007B,19.99,EUR,Yes,No
RO,KC000000297008B,19.99,EUR,Yes,No
RO,KC000000298001B,16.99,EUR,Yes,No
RO,KC000000298002B,16.99,EUR,Yes,No
RO,KC000000298003B,16.99,EUR,Yes,No
RO,KC000000298004B,16.99,EUR,Yes,No
RO,KC000000298005B,16.99,EUR,Yes,No
RO,KC000000298006B,16.99,EUR,Yes,No
RO,KC000000298007B,16.99,EUR,Yes,No
RO,KC000000298008B,16.99,EUR,Yes,No
RO,KC000000299001B,16.99,EUR,Yes,No
RO,KC000000299002B,16.99,EUR,Yes,No
RO,KC000000299003B,16.99,EUR,Yes,No
RO,KC000000301001B,16.99,EUR,Yes,No
RO,KC000000301002B,16.99,EUR,Yes,No
RO,KC000000303001B,12.99,EUR,Yes,No
RO,KC000000303002B,12.99,EUR,Yes,No
RO,KC000000303003B,12.99,EUR,Yes,No
RO,KC000000303004B,12.99,EUR,Yes,No
RO,KC000000305001B,22.99,EUR,Yes,No
RO,KC000000307001B,24.99,EUR,Yes,No
RO,KC000000309001B,9.99,EUR,Yes,No
RO,KC000000309002B,9.99,EUR,Yes,No
RO,KC000000309003B,9.99,EUR,Yes,No
RO,KC000000310001B,12.99,EUR,Yes,No
RO,KC000000311001B,9.99,EUR,Yes,No
RO,KC000000311002B,9.99,EUR,Yes,No
RO,KC000000311003B,9.99,EUR,Yes,No
RO,KC000000311004B,9.99,EUR,Yes,No
RO,KC000000311005B,9.99,EUR,Yes,No
RO,KC000000311006B,9.99,EUR,Yes,No
RO,KC000000312001B,9.99,EUR,Yes,No
RO,KC000000312002B,9.99,EUR,Yes,No
RO,KC000000312003B,9.99,EUR,Yes,No
RO,KC000000312004B,9.99,EUR,Yes,No
RO,KC000000316001B,16.99,EUR,Yes,No
RO,KC000000317001B,14.99,EUR,Yes,No
RO,KC000000318001B,14.99,EUR,Yes,No
RO,KC000000321001B,14.99,EUR,Yes,No
RO,KC000000321002B,14.99,EUR,Yes,No
RO,KC000000321003B,14.99,EUR,Yes,No
RO,KC000000321004B,14.99,EUR,Yes,No
RO,KC000000321005B,14.99,EUR,Yes,No
RO,KC000000321006B,14.99,EUR,Yes,No
RO,KC000000302001B,14.99,EUR,Yes,No
RO,KC000000302002B,14.99,EUR,Yes,No
RO,KC000000334001B,9.99,EUR,Yes,No
RO,KC000000334002B,9.99,EUR,Yes,No
RO,KC000000334003B,9.99,EUR,Yes,No
RO,KC000000334004B,9.99,EUR,Yes,No
RO,KC000000334005B,9.99,EUR,Yes,No
RO,KC000000334006B,9.99,EUR,Yes,No
RO,KC000000300001B,14.99,EUR,Yes,No
RO,KC000000300002B,14.99,EUR,Yes,No
RO,KC000000313001B,12.99,EUR,Yes,No
RO,KC000000313002B,12.99,EUR,Yes,No
RO,KC000000313003B,12.99,EUR,Yes,No
RO,KC000000313004B,12.99,EUR,Yes,No
RO,KC000000404001B,9.99,EUR,Yes,No
RO,KC000000324001B,14.99,EUR,Yes,No
RO,KC000000324002B,14.99,EUR,Yes,No
RO,KC000000325001B,14.99,EUR,Yes,No
RO,KC000000325002B,14.99,EUR,Yes,No
RO,KC000000326001B,12.99,EUR,Yes,No
RO,KC000000329001B,9.99,EUR,Yes,No
RO,KC000000329002B,9.99,EUR,Yes,No
RO,KC000000329003B,9.99,EUR,Yes,No
RO,KC000000329004B,9.99,EUR,Yes,No
RO,KC000000330001B,7.99,EUR,Yes,No
RO,KC000000332001B,6.99,EUR,Yes,No
RO,KC000000332002B,6.99,EUR,Yes,No
RO,KC000000332003B,6.99,EUR,Yes,No
RO,KC000000332004B,6.99,EUR,Yes,No
RO,KC000000339001B,9.99,EUR,Yes,No
RO,KC000000340001B,12.99,EUR,Yes,No
RO,KC000000341001B,4.99,EUR,Yes,No
RO,KC000000366001B,18.99,EUR,Yes,No
RO,KC000000407001B,9.99,EUR,Yes,No
RO,KM000000190001B,13.99,EUR,No,No
RO,KC000000308001B,9.99,EUR,Yes,No
RO,KC000000308002B,9.99,EUR,Yes,No
RO,KC000000308003B,9.99,EUR,Yes,No
RO,KC000000308004B,9.99,EUR,Yes,No
RO,KC000000331001B,7.99,EUR,Yes,No
RO,KC000000331002B,7.99,EUR,Yes,No
RO,KC000000331003B,7.99,EUR,Yes,No
RO,KC000000331004B,7.99,EUR,Yes,No
RO,KC000000369001B,12.99,EUR,Yes,No
RO,KC000000373001B,9.99,EUR,Yes,No
RO,KC000000373002B,9.99,EUR,Yes,No
RO,KC000000373003B,9.99,EUR,Yes,No
RO,KC000000373004B,9.99,EUR,Yes,No
RO,KC000000387001B,12.99,EUR,Yes,No
RO,KC000000388001B,18.99,EUR,Yes,No
RO,KC000000389001B,19.99,EUR,Yes,No
RO,KC000000389002B,19.99,EUR,Yes,No
RO,KC000000389003B,19.99,EUR,Yes,No
RO,KC000000390001B,11.99,EUR,Yes,No
RO,KC000000390002B,11.99,EUR,Yes,No
RO,KC000000390003B,11.99,EUR,Yes,No
RO,KC000000391001B,24.99,EUR,Yes,No
RO,KC000000392001B,11.99,EUR,Yes,No
RO,KC000000392002B,11.99,EUR,Yes,No
RO,KC000000392003B,11.99,EUR,Yes,No
RO,KC000000394001B,9.99,EUR,Yes,No
RO,KC000000398001B,34.99,EUR,Yes,No
RO,KC000000405001B,9.99,EUR,No,No
RO,KC000000306001B,16.99,EUR,Yes,No
RO,KC000000306002B,16.99,EUR,Yes,No
RO,KC000000306003B,16.99,EUR,Yes,No
RO,KC000000314001B,4.99,EUR,Yes,No
RO,KC000000314002B,4.99,EUR,Yes,No
RO,KC000000314003B,4.99,EUR,Yes,No
RO,KC000000315001B,4.99,EUR,Yes,No
RO,KC000000315002B,4.99,EUR,Yes,No
RO,KC000000315003B,4.99,EUR,Yes,No
RO,KC000000361001B,14.99,EUR,Yes,No
RO,KC000000364001B,14.99,EUR,Yes,No
RO,KC000000371001B,9.99,EUR,Yes,No
RO,KC000000371002B,9.99,EUR,Yes,No
RO,KC000000371003B,9.99,EUR,Yes,No
RO,KC000000371004B,9.99,EUR,Yes,No
RO,KC000000377001B,9.99,EUR,Yes,No
RO,KC000000377002B,9.99,EUR,Yes,No
RO,KC000000377003B,9.99,EUR,Yes,No
RO,KC000000377004B,9.99,EUR,Yes,No
RO,KC000000377005B,9.99,EUR,Yes,No
RO,KC000000377006B,9.99,EUR,Yes,No
RO,KC000000386001B,9.99,EUR,Yes,No
RO,KC000000393001B,16.99,EUR,Yes,No
RO,KC000000396001B,7.99,EUR,Yes,No
RO,KC000000397001B,19.99,EUR,Yes,No
RO,KC000000399001B,9.99,EUR,Yes,No
RO,KC000000400001B,44.99,EUR,Yes,No
RO,KC000000433001B,4.99,EUR,Yes,No
RO,KC000000440001B,9.99,EUR,No,No
RO,KC000000328001B,12.99,EUR,Yes,No
RO,KC000000328002B,12.99,EUR,Yes,No
RO,KC000000365001B,14.99,EUR,Yes,No
RO,KC000000365002B,14.99,EUR,Yes,No
RO,KC000000410001B,9.99,EUR,Yes,No
RO,KC000000410002B,9.99,EUR,Yes,No
RO,KC000000410003B,9.99,EUR,Yes,No
RO,KC000000418001B,16.99,EUR,Yes,No
RO,KC000000419001B,12.99,EUR,Yes,No
RO,KM000000277001B,12.99,EUR,Yes,No
RO,KM000000861001B,12.99,EUR,Yes,Yes
RO,KC000000319001B,12.99,EUR,Yes,No
RO,KC000000367001B,10.99,EUR,Yes,No
RO,KC000000367002B,10.99,EUR,Yes,No
RO,KC000000367003B,10.99,EUR,Yes,No
RO,KC000000367004B,10.99,EUR,Yes,No
RO,KC000000370001B,10.99,EUR,Yes,No
RO,KC000000370002B,10.99,EUR,Yes,No
RO,KC000000370003B,10.99,EUR,Yes,No
RO,KC000000370004B,10.99,EUR,Yes,No
RO,KC000000375001B,9.99,EUR,Yes,No
RO,KC000000375002B,9.99,EUR,Yes,No
RO,KC000000375003B,9.99,EUR,Yes,No
RO,KC000000375004B,9.99,EUR,Yes,No
RO,KC000000378001B,9.99,EUR,Yes,No
RO,KC000000381001B,8.99,EUR,Yes,No
RO,KC000000413001B,14.99,EUR,Yes,No
RO,KC000000417001B,16.99,EUR,Yes,No
RO,KC000000417002B,16.99,EUR,Yes,No
RO,KC000000420001B,14.99,EUR,Yes,No
RO,KC000000368001B,14.99,EUR,Yes,No
RO,KC000000368002B,14.99,EUR,Yes,No
RO,KC000000380001B,14.99,EUR,Yes,No
RO,KC000000402001B,8.99,EUR,Yes,No
RO,KC000000402002B,8.99,EUR,Yes,No
RO,KC000000402003B,8.99,EUR,Yes,No
RO,KC000000402004B,8.99,EUR,Yes,No
RO,KC000000411001B,12.99,EUR,Yes,No
RO,KC000000414001B,7.99,EUR,Yes,No
RO,KC000000414002B,7.99,EUR,Yes,No
RO,KC000000421001B,14.99,EUR,Yes,No
RO,KC000000421002B,14.99,EUR,Yes,No
RO,KC000000363001B,14.99,EUR,Yes,No
RO,KC000000363002B,14.99,EUR,Yes,No
RO,KC000000363003B,14.99,EUR,Yes,No
RO,KC000000372001B,15.99,EUR,Yes,No
RO,KC000000372002B,15.99,EUR,Yes,No
RO,KC000000374001B,4.99,EUR,Yes,No
RO,KC000000374002B,4.99,EUR,Yes,No
RO,KC000000374003B,4.99,EUR,Yes,No
RO,KC000000374004B,4.99,EUR,Yes,No
RO,KC000000409001B,10.99,EUR,Yes,No
RO,KC000000409002B,10.99,EUR,Yes,No
RO,KC000000409003B,10.99,EUR,Yes,No
RO,KC000000409004B,10.99,EUR,Yes,No
RO,KC000000409005B,10.99,EUR,Yes,No
RO,KC000000409006B,10.99,EUR,Yes,No
RO,KM000000284001B,12.99,EUR,Yes,Yes
RO,KM000000862001B,12.99,EUR,Yes,No
RO,KC000000379001B,8.99,EUR,Yes,No
RO,KC000000415001B,9.99,EUR,Yes,No
RO,KC000000415002B,9.99,EUR,Yes,No
RO,KC000000415003B,9.99,EUR,Yes,No
RO,KC000000465001B,14.99,EUR,Yes,No
RO,KC000000466001B,16.99,EUR,Yes,No
RO,KC000000466002B,16.99,EUR,Yes,No
RO,KC000000466003B,16.99,EUR,Yes,No
RO,KC000000466004B,16.99,EUR,Yes,No
RO,KM000000225001B,11.99,EUR,Yes,No
RO,KM000000456001B,11.99,EUR,Yes,Yes
RO,KM000000257001B,10.99,EUR,No,No
RO,KM000000561003B,10.99,EUR,Yes,No
RO,KM000000654003B,11.99,EUR,Yes,No
RO,KM000000808003B,11.99,EUR,Yes,No
RO,KM000000258001B,33.99,EUR,Yes,No
RO,KM000000560002B,33.99,EUR,Yes,No
RO,KM000000259001B,16.99,EUR,No,No
RO,KM000000260001B,10.99,EUR,No,No
RO,KM000000559002B,10.99,EUR,Yes,No
RO,KM000000654002B,11.99,EUR,Yes,No
RO,KM000000807002B,11.99,EUR,Yes,No
RO,KM000000168010B,7.49,EUR,Yes,No
RO,KSPDIS-SUM9 SPA,0.00,EUR,No,No
RO,KC000000362001B,16.99,EUR,Yes,No
RO,KC000000362002B,16.99,EUR,Yes,No
RO,KC000000362003B,16.99,EUR,Yes,No
RO,KC000000362004B,16.99,EUR,Yes,No
RO,KC000000362005B,16.99,EUR,Yes,No
RO,KC000000362006B,16.99,EUR,Yes,No
RO,KC000000362007B,16.99,EUR,Yes,No
RO,KC000000362008B,16.99,EUR,Yes,No
RO,KC000000422001B,19.99,EUR,Yes,No
RO,KC000000422002B,19.99,EUR,Yes,No
RO,KC000000422003B,19.99,EUR,Yes,No
RO,KC000000422004B,19.99,EUR,Yes,No
RO,KC000000423001B,12.99,EUR,Yes,No
RO,KC000000423002B,12.99,EUR,Yes,No
RO,KC000000430001B,13.99,EUR,Yes,No
RO,KC000000430002B,13.99,EUR,Yes,No
RO,KC000000430003B,13.99,EUR,Yes,No
RO,KC000000430004B,13.99,EUR,Yes,No
RO,KM000000195001B,22.99,EUR,No,Yes
RO,KM000000418001B,0.00,EUR,No,No
RO,KM000000195002B,22.99,EUR,No,Yes
RO,KM000000418002B,0.00,EUR,No,No
RO,KM000000195003B,22.99,EUR,No,Yes
RO,KM000000418003B,0.00,EUR,No,No
RO,KM000000230106B,10.99,EUR,Yes,No
RO,KM000000230107B,10.99,EUR,Yes,No
RO,KM000000230108B,10.99,EUR,Yes,No
RO,KM000000230109B,10.99,EUR,Yes,No
RO,KC000000412001B,6.99,EUR,Yes,No
RO,KC000000416001B,14.99,EUR,Yes,No
RO,KC000000437001B,14.99,EUR,Yes,No
RO,KC000000439001B,14.99,EUR,Yes,No
RO,KC000000497001B,16.99,EUR,Yes,No
RO,KM000000275001B,13.99,EUR,No,No
RO,KM000000275002B,13.99,EUR,No,No
RO,KM000000275003B,13.99,EUR,No,No
RO,KA000000088001B,9.99,EUR,Yes,No
RO,KC000000426001B,16.99,EUR,Yes,No
RO,KM000000231001B,16.99,EUR,Yes,Yes
RO,KM000000820001B,16.99,EUR,Yes,No
RO,KM000000231002B,16.99,EUR,Yes,Yes
RO,KM000000820002B,16.99,EUR,Yes,No
RO,KM000000231003B,16.99,EUR,Yes,No
RO,KM000000820003B,16.99,EUR,Yes,Yes
RO,KM0050602300044,0.00,EUR,No,No
RO,KC000000432001B,7.99,EUR,Yes,No
RO,KC000000435001B,8.99,EUR,Yes,No
RO,KC000000435002B,8.99,EUR,Yes,No
RO,KC000000435003B,8.99,EUR,Yes,No
RO,KC000000435004B,8.99,EUR,Yes,No
RO,KC000000436001B,7.99,EUR,Yes,No
RO,KC000000447001B,9.99,EUR,Yes,No
RO,KC000000447002B,9.99,EUR,Yes,No
RO,KC000000447003B,9.99,EUR,Yes,No
RO,KC000000496001B,9.99,EUR,Yes,No
RO,KC000000496002B,9.99,EUR,Yes,No
RO,KC000000496003B,9.99,EUR,Yes,No
RO,KC000000496004B,9.99,EUR,Yes,No
RO,KM000000223001B,10.99,EUR,Yes,No
RO,KM000000610001B,10.99,EUR,Yes,Yes
RO,KM000000223002B,10.99,EUR,Yes,No
RO,KM000000610002B,10.99,EUR,Yes,Yes
RO,KM000000223003B,10.99,EUR,Yes,No
RO,KM000000610003B,10.99,EUR,Yes,No
RO,KM000000223004B,10.99,EUR,Yes,No
RO,KM000000610004B,10.99,EUR,Yes,Yes
RO,KM000000223005B,9.99,EUR,Yes,No
RO,KM000000610005B,10.99,EUR,Yes,Yes
RO,KM000000223006B,10.99,EUR,Yes,No
RO,KM000000610006B,10.99,EUR,Yes,Yes
RO,KP0522018001100,0.31,EUR,Yes,No
RO,KM0051000300044,0.55,EUR,Yes,No
RO,KM0051000400044,0.38,EUR,Yes,No
RO,KP0522018001000,0.00,EUR,Yes,No
RO,KA000000080001B,8.99,EUR,Yes,No
RO,KA000000263001B,8.99,EUR,Yes,Yes
RO,KA000000081001B,9.99,EUR,Yes,Yes
RO,KA000000264001B,9.99,EUR,Yes,No
RO,KA000000082001B,16.99,EUR,Yes,No
RO,KC000000434001B,9.99,EUR,Yes,No
RO,KC000000434002B,9.99,EUR,Yes,No
RO,KC000000434003B,9.99,EUR,Yes,No
RO,KC000000434004B,9.99,EUR,Yes,No
RO,KC000000434005B,9.99,EUR,Yes,No
RO,KC000000434006B,9.99,EUR,Yes,No
RO,KC000000464001B,9.99,EUR,Yes,No
RO,KM000000157001B,10.99,EUR,Yes,No
RO,KM000000527001B,11.99,EUR,Yes,Yes
RO,KM000000836001B,11.99,EUR,Yes,No
RO,KM000000157002B,11.99,EUR,Yes,No
RO,KM000000836002B,11.99,EUR,Yes,Yes
RO,KM000000157003B,11.99,EUR,Yes,Yes
RO,KM000000836003B,11.99,EUR,Yes,No
RO,KM000000157004B,11.99,EUR,Yes,No
RO,KM000000836004B,11.99,EUR,Yes,Yes
RO,KM000000157005B,11.99,EUR,Yes,Yes
RO,KM000000836005B,11.99,EUR,Yes,No
RO,KM000000157006B,11.99,EUR,Yes,No
RO,KM000000836006B,11.99,EUR,Yes,Yes
RO,KM000000157007B,11.99,EUR,Yes,No
RO,KM000000836007B,11.99,EUR,Yes,Yes
RO,KM000000157008B,11.99,EUR,Yes,No
RO,KM000000836008B,11.99,EUR,Yes,Yes
RO,KM000000157009B,11.99,EUR,Yes,No
RO,KM000000836009B,11.99,EUR,Yes,Yes
RO,KM000000157010B,10.99,EUR,Yes,No
RO,KM000000527010B,11.99,EUR,Yes,No
RO,KM000000836010B,11.99,EUR,Yes,Yes
RO,KM000000157011B,11.99,EUR,Yes,Yes
RO,KM000000836011B,11.99,EUR,Yes,No
RO,KM000000157012B,11.99,EUR,Yes,Yes
RO,KM000000836012B,11.99,EUR,Yes,No
RO,KM000000157013B,11.99,EUR,Yes,Yes
RO,KM000000926013B,9.99,EUR,No,No
RO,KM000000157014B,11.99,EUR,Yes,Yes
RO,KM000000926014B,10.99,EUR,No,No
RO,KM000000157015B,11.99,EUR,Yes,Yes
RO,KM000000926015B,8.99,EUR,No,No
RO,KM000000157016B,11.99,EUR,Yes,Yes
RO,KM000000926016B,0.00,EUR,No,No
RO,KM000000157017B,11.99,EUR,Yes,Yes
RO,KM000000926017B,0.00,EUR,No,No
RO,KM000000157018B,11.99,EUR,Yes,No
RO,KM000000527018B,11.99,EUR,Yes,No
RO,KM000000836018B,11.99,EUR,Yes,Yes
RO,KM000000157019B,10.99,EUR,Yes,No
RO,KM000000527019B,11.99,EUR,Yes,Yes
RO,KM000000836019B,11.99,EUR,Yes,No
RO,KM000000157020B,11.99,EUR,Yes,No
RO,KM000000836020B,11.99,EUR,Yes,Yes
RO,KM000000157021B,11.99,EUR,Yes,Yes
RO,KM000000836021B,11.99,EUR,Yes,No
RO,KM000000157022B,11.99,EUR,Yes,No
RO,KM000000527022B,11.99,EUR,Yes,No
RO,KM000000836022B,11.99,EUR,Yes,Yes
RO,KM000000157023B,11.99,EUR,Yes,Yes
RO,KM000000926023B,0.00,EUR,No,No
RO,KM000000157024B,11.99,EUR,Yes,No
RO,KM000000836024B,11.99,EUR,Yes,Yes
RO,KM000000198001B,22.99,EUR,No,No
RO,KM000000198002B,22.99,EUR,No,No
RO,KM000000198003B,22.99,EUR,No,No
RO,KM000000243001B,8.99,EUR,Yes,No
RO,KM000000872001B,8.99,EUR,Yes,Yes
RO,KM000000244139B,10.99,EUR,Yes,No
RO,KM000000488139B,10.99,EUR,Yes,Yes
RO,KM000000752139B,10.99,EUR,Yes,No
RO,KM000000244140B,10.99,EUR,Yes,No
RO,KM000000488140B,10.99,EUR,Yes,No
RO,KM000000752140B,10.99,EUR,Yes,Yes
RO,KM000000244141B,10.99,EUR,Yes,No
RO,KM000000488141B,10.99,EUR,Yes,No
RO,KM000000752141B,10.99,EUR,Yes,Yes
RO,KM000000244142B,10.99,EUR,Yes,No
RO,KM000000488142B,10.99,EUR,Yes,No
RO,KM000000752142B,10.99,EUR,Yes,Yes
RO,KC000000431001B,9.99,EUR,Yes,No
RO,KC000000431002B,9.99,EUR,Yes,No
RO,KC000000431003B,9.99,EUR,Yes,No
RO,KC000000431004B,9.99,EUR,Yes,No
RO,KC000000445001B,14.99,EUR,Yes,No
RO,KC000000451001B,14.99,EUR,Yes,No
RO,KC000000451002B,14.99,EUR,Yes,No
RO,KM000000291001B,8.99,EUR,Yes,No
RO,KM000000291002B,8.99,EUR,Yes,No
RO,KM000000291003B,8.99,EUR,Yes,No
RO,KM000000296001B,0.00,EUR,No,Yes
RO,KM000000296002B,0.00,EUR,No,Yes
RO,KM000000296003B,0.00,EUR,No,Yes
RO,KC000000408001B,9.99,EUR,Yes,No
RO,KC000000408002B,9.99,EUR,Yes,No
RO,KC000000408003B,9.99,EUR,Yes,No
RO,KC000000441001B,8.99,EUR,Yes,No
